"","State","Year","Colonies","YieldPerCol","TotalProd","Pesticide","value","Pollutant","value"
"1165","Arizona",1996,32000,60,1920000,"Imidacloprid",6156.9,"NO2.Mean",NA
"1166","Arizona",1997,42000,80,3360000,"Imidacloprid",10204.2,"NO2.Mean",NA
"1167","Arizona",1998,55000,60,3300000,"Imidacloprid",4814.2,"NO2.Mean",NA
"1168","Arizona",1999,52000,62,3224000,"Imidacloprid",5171.6,"NO2.Mean",NA
"1169","Arizona",2000,40000,59,2360000,"Imidacloprid",10467.4,"NO2.Mean",24.9939177397086
"1170","Arizona",2001,43000,59,2537000,"Imidacloprid",3713.1,"NO2.Mean",22.0748470513242
"1171","Arizona",2002,38000,63,2394000,"Imidacloprid",6235.4,"NO2.Mean",22.6198224882192
"1172","Arizona",2003,35000,72,2520000,"Imidacloprid",9847.5,"NO2.Mean",21.8491595988128
"1173","Arizona",2004,32000,55,1760000,"Imidacloprid",10884.3,"NO2.Mean",19.4550194484518
"1174","Arizona",2005,36000,50,1800000,"Imidacloprid",8633.8,"NO2.Mean",21.3990597728311
"1175","Arizona",2006,30000,65,1950000,"Imidacloprid",9657.7,"NO2.Mean",20.8652621723136
"1176","Arizona",2007,30000,64,1920000,"Imidacloprid",9038,"NO2.Mean",18.6984073345727
"1177","Arizona",2008,25000,64,1600000,"Imidacloprid",8541.8,"NO2.Mean",17.5923791879651
"1178","Arizona",2009,20000,52,1040000,"Imidacloprid",9309.2,"NO2.Mean",16.5783132138617
"1179","Arizona",2010,24000,77,1848000,"Imidacloprid",9530.3,"NO2.Mean",14.9556738106523
"1180","Arizona",2011,23000,53,1219000,"Imidacloprid",15866.7,"NO2.Mean",15.8492752757991
"1181","Arizona",2012,22000,46,1012000,"Imidacloprid",10907.6,"NO2.Mean",17.44190352253
"1182","Arizona",2013,29000,36,1044000,"Imidacloprid",15241.6,"NO2.Mean",15.5463530785388
"1183","Arizona",2014,26000,39,1014000,"Imidacloprid",15137.4,"NO2.Mean",15.7219133010959
"1184","Arizona",2015,26000,49,1274000,"Imidacloprid",13254.2,"NO2.Mean",13.109824156621
"1185","Arizona",2016,27000,46,1242000,"Imidacloprid",NA,"NO2.Mean",15.329504043956
"1186","Arizona",2017,22000,40,880000,"Imidacloprid",NA,"NO2.Mean",NA
"1187","Arkansas",1991,47000,79,3713000,"Imidacloprid",NA,"NO2.Mean",NA
"1188","Arkansas",1992,45000,65,2925000,"Imidacloprid",NA,"NO2.Mean",NA
"1189","Arkansas",1993,50000,73,3650000,"Imidacloprid",NA,"NO2.Mean",NA
"1190","Arkansas",1994,50000,71,3550000,"Imidacloprid",NA,"NO2.Mean",NA
"1191","Arkansas",1995,50000,60,3e+06,"Imidacloprid",11115.6,"NO2.Mean",NA
"1192","Arkansas",1996,40000,84,3360000,"Imidacloprid",493.6,"NO2.Mean",NA
"1193","Arkansas",1997,50000,95,4750000,"Imidacloprid",2353.7,"NO2.Mean",NA
"1194","Arkansas",1998,53000,65,3445000,"Imidacloprid",1262.3,"NO2.Mean",NA
"1195","Arkansas",1999,52000,89,4628000,"Imidacloprid",692.2,"NO2.Mean",NA
"1196","Arkansas",2000,52000,93,4836000,"Imidacloprid",844,"NO2.Mean",NA
"1197","Arkansas",2001,50000,98,4900000,"Imidacloprid",2884.8,"NO2.Mean",NA
"1198","Arkansas",2002,45000,88,3960000,"Imidacloprid",1306.7,"NO2.Mean",NA
"1199","Arkansas",2003,40000,75,3e+06,"Imidacloprid",3266.6,"NO2.Mean",NA
"1200","Arkansas",2004,40000,57,2280000,"Imidacloprid",11941.3,"NO2.Mean",NA
"1201","Arkansas",2005,36000,69,2484000,"Imidacloprid",6902.1,"NO2.Mean",NA
"1202","Arkansas",2006,32000,76,2432000,"Imidacloprid",7036.6,"NO2.Mean",NA
"1203","Arkansas",2007,28000,80,2240000,"Imidacloprid",12750.1,"NO2.Mean",10.7817447335165
"1204","Arkansas",2008,28000,75,2100000,"Imidacloprid",9093.8,"NO2.Mean",8.99139492896175
"1205","Arkansas",2009,24000,57,1368000,"Imidacloprid",10079.4,"NO2.Mean",9.14633706027397
"1206","Arkansas",2010,25000,60,1500000,"Imidacloprid",9049.8,"NO2.Mean",9.98530592876712
"1207","Arkansas",2011,22000,64,1408000,"Imidacloprid",15162.1,"NO2.Mean",9.9821338109589
"1208","Arkansas",2012,25000,63,1575000,"Imidacloprid",12508.7,"NO2.Mean",10.5659572240437
"1209","Arkansas",2013,22000,60,1320000,"Imidacloprid",17309,"NO2.Mean",9.79167925753425
"1210","Arkansas",2014,21000,65,1365000,"Imidacloprid",17066.9,"NO2.Mean",8.86205075616438
"1211","Arkansas",2015,24000,72,1728000,"Imidacloprid",5235.9,"NO2.Mean",8.61283287087912
"1212","Arkansas",2016,24000,69,1656000,"Imidacloprid",NA,"NO2.Mean",8.66111279120879
"1213","Arkansas",2017,29000,77,2233000,"Imidacloprid",NA,"NO2.Mean",NA
"1214","California",1991,520000,63,32760000,"Imidacloprid",NA,"NO2.Mean",NA
"1215","California",1992,470000,57,31490000,"Imidacloprid",NA,"NO2.Mean",NA
"1216","California",1993,5e+05,90,4.5e+07,"Imidacloprid",NA,"NO2.Mean",NA
"1217","California",1994,4e+05,60,2.4e+07,"Imidacloprid",2348,"NO2.Mean",NA
"1218","California",1995,420000,93,39060000,"Imidacloprid",28576.6,"NO2.Mean",NA
"1219","California",1996,390000,70,27300000,"Imidacloprid",33002.7,"NO2.Mean",NA
"1220","California",1997,420000,75,31500000,"Imidacloprid",76719.6,"NO2.Mean",NA
"1221","California",1998,450000,83,37350000,"Imidacloprid",61047.2,"NO2.Mean",NA
"1222","California",1999,465000,60,27900000,"Imidacloprid",41778.9,"NO2.Mean",NA
"1223","California",2000,440000,70,30800000,"Imidacloprid",30796.5,"NO2.Mean",17.5476037062841
"1224","California",2001,460000,61,28060000,"Imidacloprid",35178.6,"NO2.Mean",17.7621642701051
"1225","California",2002,470000,50,23500000,"Imidacloprid",36653.3,"NO2.Mean",16.8234288579089
"1226","California",2003,480000,67,32160000,"Imidacloprid",38511.7,"NO2.Mean",15.8045002221581
"1227","California",2004,390000,45,17550000,"Imidacloprid",38897.8,"NO2.Mean",15.090538488274
"1228","California",2005,4e+05,75,3e+07,"Imidacloprid",42563.9,"NO2.Mean",13.9657908436472
"1229","California",2006,380000,52,19760000,"Imidacloprid",45520.7,"NO2.Mean",14.0009228833916
"1230","California",2007,340000,40,13600000,"Imidacloprid",112185.1,"NO2.Mean",13.1026871824543
"1231","California",2008,360000,51,18360000,"Imidacloprid",61475.8,"NO2.Mean",12.9084655769465
"1232","California",2009,355000,33,11715000,"Imidacloprid",73976.8,"NO2.Mean",12.8864204553613
"1233","California",2010,410000,67,27470000,"Imidacloprid",93949.9,"NO2.Mean",12.1635305471255
"1234","California",2011,370000,48,17760000,"Imidacloprid",112450.6,"NO2.Mean",12.2460085301904
"1235","California",2012,330000,35,11550000,"Imidacloprid",112795.9,"NO2.Mean",10.9229650553476
"1236","California",2013,330000,33,10890000,"Imidacloprid",130277,"NO2.Mean",11.7516123234953
"1237","California",2014,320000,39,12480000,"Imidacloprid",134904.2,"NO2.Mean",10.7918009299505
"1238","California",2015,275000,30,8250000,"Imidacloprid",150569.3,"NO2.Mean",10.1732508272501
"1239","California",2016,310000,36,11160000,"Imidacloprid",NA,"NO2.Mean",7.73065459329886
"1240","California",2017,335000,41,13735000,"Imidacloprid",NA,"NO2.Mean",NA
"1241","Colorado",1991,50000,79,3950000,"Imidacloprid",NA,"NO2.Mean",NA
"1242","Colorado",1992,52000,74,3848000,"Imidacloprid",NA,"NO2.Mean",NA
"1243","Colorado",1993,53000,73,3869000,"Imidacloprid",NA,"NO2.Mean",NA
"1244","Colorado",1994,45000,76,3420000,"Imidacloprid",NA,"NO2.Mean",NA
"1245","Colorado",1995,45000,60,2700000,"Imidacloprid",655.2,"NO2.Mean",NA
"1246","Colorado",1996,30000,74,2220000,"Imidacloprid",669.3,"NO2.Mean",NA
"1247","Colorado",1997,35000,55,1925000,"Imidacloprid",4357.9,"NO2.Mean",NA
"1248","Colorado",1998,27000,72,1944000,"Imidacloprid",1724.5,"NO2.Mean",NA
"1249","Colorado",1999,27000,76,2052000,"Imidacloprid",913.9,"NO2.Mean",NA
"1250","Colorado",2000,29000,60,1740000,"Imidacloprid",263.8,"NO2.Mean",14.9024689890411
"1251","Colorado",2001,26000,55,1430000,"Imidacloprid",1575,"NO2.Mean",25.7834007165109
"1252","Colorado",2002,24000,60,1440000,"Imidacloprid",1213.2,"NO2.Mean",19.7700569595588
"1253","Colorado",2003,24000,86,2064000,"Imidacloprid",381.1,"NO2.Mean",21.0649058754098
"1254","Colorado",2004,23000,80,1840000,"Imidacloprid",1657,"NO2.Mean",21.6452082507289
"1255","Colorado",2005,28000,70,1960000,"Imidacloprid",2381.9,"NO2.Mean",23.257443993464
"1256","Colorado",2006,36000,75,2700000,"Imidacloprid",883.8,"NO2.Mean",24.690205489011
"1257","Colorado",2007,31000,51,1581000,"Imidacloprid",1794,"NO2.Mean",23.8071529375
"1258","Colorado",2008,27000,45,1215000,"Imidacloprid",960.4,"NO2.Mean",17.9507162167647
"1259","Colorado",2009,28000,53,1484000,"Imidacloprid",2561.9,"NO2.Mean",14.2308469375
"1260","Colorado",2010,34000,56,1904000,"Imidacloprid",3435.3,"NO2.Mean",16.30329584689
"1261","Colorado",2011,31000,55,1705000,"Imidacloprid",3789.6,"NO2.Mean",17.5367209047619
"1262","Colorado",2012,25000,48,1200000,"Imidacloprid",3915.9,"NO2.Mean",20.0604725887067
"1263","Colorado",2013,26000,43,1118000,"Imidacloprid",3276.3,"NO2.Mean",14.4273058685845
"1264","Colorado",2014,27000,37,999000,"Imidacloprid",1140.7,"NO2.Mean",17.1690686445053
"1265","Colorado",2015,29000,51,1479000,"Imidacloprid",4567.8,"NO2.Mean",19.9573597334337
"1266","Colorado",2016,32000,40,1280000,"Imidacloprid",NA,"NO2.Mean",23.7819200714286
"1267","Colorado",2017,33000,43,1419000,"Imidacloprid",NA,"NO2.Mean",NA
"1268","Florida",1991,225000,83,18675000,"Imidacloprid",NA,"NO2.Mean",NA
"1269","Florida",1992,220000,104,22880000,"Imidacloprid",NA,"NO2.Mean",NA
"1270","Florida",1993,2e+05,113,22600000,"Imidacloprid",NA,"NO2.Mean",NA
"1271","Florida",1994,230000,84,19320000,"Imidacloprid",3039.4,"NO2.Mean",NA
"1272","Florida",1995,230000,86,19780000,"Imidacloprid",4828.5,"NO2.Mean",NA
"1273","Florida",1996,240000,105,25200000,"Imidacloprid",12278,"NO2.Mean",NA
"1274","Florida",1997,240000,67,16080000,"Imidacloprid",9347.5,"NO2.Mean",NA
"1275","Florida",1998,230000,98,22540000,"Imidacloprid",11049.1,"NO2.Mean",NA
"1276","Florida",1999,228000,102,23256000,"Imidacloprid",11173.8,"NO2.Mean",NA
"1277","Florida",2000,232000,105,24360000,"Imidacloprid",6003.8,"NO2.Mean",12.4530383230337
"1278","Florida",2001,220000,100,2.2e+07,"Imidacloprid",9378.8,"NO2.Mean",12.4123639348442
"1279","Florida",2002,220000,93,20460000,"Imidacloprid",7846.5,"NO2.Mean",11.313961369146
"1280","Florida",2003,210000,71,14910000,"Imidacloprid",35597.6,"NO2.Mean",10.9298128425414
"1281","Florida",2004,205000,98,20090000,"Imidacloprid",15851,"NO2.Mean",9.51647252247191
"1282","Florida",2005,160000,86,13760000,"Imidacloprid",26821.9,"NO2.Mean",8.64435950969529
"1283","Florida",2006,170000,81,13770000,"Imidacloprid",20595,"NO2.Mean",8.51996240547946
"1284","Florida",2007,160000,71,11360000,"Imidacloprid",42580.1,"NO2.Mean",6.1323581630137
"1285","Florida",2008,150000,79,11850000,"Imidacloprid",31040.8,"NO2.Mean",5.36410252595629
"1286","Florida",2009,170000,68,11560000,"Imidacloprid",31796.6,"NO2.Mean",6.02794212356322
"1287","Florida",2010,2e+05,69,13800000,"Imidacloprid",29766.4,"NO2.Mean",5.67248938997214
"1288","Florida",2011,180000,61,10980000,"Imidacloprid",38183.4,"NO2.Mean",5.36186950410959
"1289","Florida",2012,193000,64,12352000,"Imidacloprid",45642.4,"NO2.Mean",5.40692617759563
"1290","Florida",2013,220000,61,13420000,"Imidacloprid",61532,"NO2.Mean",4.54572687042253
"1291","Florida",2014,245000,60,14700000,"Imidacloprid",30203.3,"NO2.Mean",4.97945160555556
"1292","Florida",2015,220000,54,11880000,"Imidacloprid",37847.4,"NO2.Mean",4.10964224786325
"1293","Florida",2016,215000,50,10750000,"Imidacloprid",52580.4,"NO2.Mean",5.49286895604396
"1294","Florida",2017,205000,43,8815000,"Imidacloprid",NA,"NO2.Mean",NA
"1295","Georgia",1991,102000,42,4284000,"Imidacloprid",NA,"NO2.Mean",NA
"1296","Georgia",1992,85000,55,4675000,"Imidacloprid",NA,"NO2.Mean",NA
"1297","Georgia",1993,80000,56,4480000,"Imidacloprid",NA,"NO2.Mean",NA
"1298","Georgia",1994,80000,63,5040000,"Imidacloprid",NA,"NO2.Mean",NA
"1299","Georgia",1995,70000,62,4340000,"Imidacloprid",0.9,"NO2.Mean",NA
"1300","Georgia",1996,75000,68,5100000,"Imidacloprid",1008.8,"NO2.Mean",NA
"1301","Georgia",1997,75000,46,3450000,"Imidacloprid",10856.3,"NO2.Mean",NA
"1302","Georgia",1998,75000,56,4200000,"Imidacloprid",5259.6,"NO2.Mean",NA
"1303","Georgia",1999,65000,51,3315000,"Imidacloprid",3647.8,"NO2.Mean",NA
"1304","Georgia",2000,55000,57,3135000,"Imidacloprid",3065.3,"NO2.Mean",NA
"1305","Georgia",2001,55000,57,3135000,"Imidacloprid",4127.4,"NO2.Mean",NA
"1306","Georgia",2002,50000,52,2600000,"Imidacloprid",5541.3,"NO2.Mean",NA
"1307","Georgia",2003,52000,65,3380000,"Imidacloprid",11799.7,"NO2.Mean",NA
"1308","Georgia",2004,63000,49,3087000,"Imidacloprid",3927.7,"NO2.Mean",NA
"1309","Georgia",2005,59000,49,2891000,"Imidacloprid",3524.6,"NO2.Mean",NA
"1310","Georgia",2006,63000,74,4662000,"Imidacloprid",11053.7,"NO2.Mean",NA
"1311","Georgia",2007,60000,58,3480000,"Imidacloprid",5571.6,"NO2.Mean",NA
"1312","Georgia",2008,65000,71,4615000,"Imidacloprid",6568.8,"NO2.Mean",NA
"1313","Georgia",2009,65000,41,2665000,"Imidacloprid",11526.9,"NO2.Mean",NA
"1314","Georgia",2010,55000,46,2530000,"Imidacloprid",15499.6,"NO2.Mean",16.5006564347826
"1315","Georgia",2011,65000,43,2795000,"Imidacloprid",38017.1,"NO2.Mean",13.3811852865014
"1316","Georgia",2012,59000,51,3009000,"Imidacloprid",21222,"NO2.Mean",11.5788731126374
"1317","Georgia",2013,67000,50,3350000,"Imidacloprid",17838.7,"NO2.Mean",9.43966956195965
"1318","Georgia",2014,73000,62,4526000,"Imidacloprid",27802.7,"NO2.Mean",10.4295433848315
"1319","Georgia",2015,69000,40,2760000,"Imidacloprid",24940.5,"NO2.Mean",9.67300324277457
"1320","Georgia",2016,96000,39,3744000,"Imidacloprid",42934,"NO2.Mean",11.9353261111111
"1321","Georgia",2017,99000,32,3168000,"Imidacloprid",NA,"NO2.Mean",NA
"1322","Hawaii",1991,10000,131,1310000,"Imidacloprid",NA,"NO2.Mean",NA
"1323","Hawaii",1992,9000,138,1242000,"Imidacloprid",NA,"NO2.Mean",NA
"1324","Hawaii",1993,9000,177,1593000,"Imidacloprid",NA,"NO2.Mean",NA
"1325","Hawaii",1994,11000,100,1100000,"Imidacloprid",NA,"NO2.Mean",NA
"1326","Hawaii",1995,8000,129,1032000,"Imidacloprid",NA,"NO2.Mean",NA
"1327","Hawaii",1996,8000,155,1240000,"Imidacloprid",NA,"NO2.Mean",NA
"1328","Hawaii",1997,9000,146,1314000,"Imidacloprid",NA,"NO2.Mean",NA
"1329","Hawaii",1998,8000,118,944000,"Imidacloprid",NA,"NO2.Mean",NA
"1330","Hawaii",1999,8000,80,640000,"Imidacloprid",NA,"NO2.Mean",NA
"1331","Hawaii",2000,7000,112,784000,"Imidacloprid",NA,"NO2.Mean",NA
"1332","Hawaii",2001,8000,87,696000,"Imidacloprid",NA,"NO2.Mean",NA
"1333","Hawaii",2002,7000,136,952000,"Imidacloprid",NA,"NO2.Mean",NA
"1334","Hawaii",2003,7000,114,798000,"Imidacloprid",NA,"NO2.Mean",NA
"1335","Hawaii",2004,8000,96,768000,"Imidacloprid",NA,"NO2.Mean",NA
"1336","Hawaii",2005,9000,131,1179000,"Imidacloprid",NA,"NO2.Mean",NA
"1337","Hawaii",2006,10000,93,930000,"Imidacloprid",NA,"NO2.Mean",NA
"1338","Hawaii",2007,10000,92,920000,"Imidacloprid",NA,"NO2.Mean",NA
"1339","Hawaii",2008,10000,90,9e+05,"Imidacloprid",NA,"NO2.Mean",NA
"1340","Hawaii",2009,10000,95,950000,"Imidacloprid",NA,"NO2.Mean",NA
"1341","Hawaii",2010,10000,77,770000,"Imidacloprid",NA,"NO2.Mean",NA
"1342","Hawaii",2011,9000,74,666000,"Imidacloprid",NA,"NO2.Mean",2.88847809302325
"1343","Hawaii",2012,10000,75,750000,"Imidacloprid",NA,"NO2.Mean",2.88010574202899
"1344","Hawaii",2013,13000,83,1079000,"Imidacloprid",NA,"NO2.Mean",2.93965487431694
"1345","Hawaii",2014,15000,93,1395000,"Imidacloprid",NA,"NO2.Mean",3.28364388770053
"1346","Hawaii",2015,14000,102,1428000,"Imidacloprid",NA,"NO2.Mean",3.5333571077348
"1347","Hawaii",2016,16000,113,1808000,"Imidacloprid",NA,"NO2.Mean",NA
"1348","Hawaii",2017,12000,131,1572000,"Imidacloprid",NA,"NO2.Mean",NA
"1349","Idaho",1991,140000,46,6440000,"Imidacloprid",NA,"NO2.Mean",NA
"1350","Idaho",1992,135000,51,6885000,"Imidacloprid",NA,"NO2.Mean",NA
"1351","Idaho",1993,133000,71,9443000,"Imidacloprid",NA,"NO2.Mean",NA
"1352","Idaho",1994,127000,59,7493000,"Imidacloprid",52.7,"NO2.Mean",NA
"1353","Idaho",1995,125000,48,6e+06,"Imidacloprid",182.1,"NO2.Mean",NA
"1354","Idaho",1996,110000,45,4950000,"Imidacloprid",1107.7,"NO2.Mean",NA
"1355","Idaho",1997,120000,64,7680000,"Imidacloprid",2210.1,"NO2.Mean",NA
"1356","Idaho",1998,120000,50,6e+06,"Imidacloprid",2116.3,"NO2.Mean",NA
"1357","Idaho",1999,120000,48,5760000,"Imidacloprid",906.8,"NO2.Mean",NA
"1358","Idaho",2000,1e+05,47,4700000,"Imidacloprid",4524.8,"NO2.Mean",NA
"1359","Idaho",2001,1e+05,46,4600000,"Imidacloprid",2620.4,"NO2.Mean",NA
"1360","Idaho",2002,1e+05,57,5700000,"Imidacloprid",2132.6,"NO2.Mean",NA
"1361","Idaho",2003,1e+05,46,4600000,"Imidacloprid",3601.3,"NO2.Mean",NA
"1362","Idaho",2004,1e+05,63,6300000,"Imidacloprid",3398.2,"NO2.Mean",NA
"1363","Idaho",2005,95000,37,3515000,"Imidacloprid",3750.9,"NO2.Mean",NA
"1364","Idaho",2006,95000,44,4180000,"Imidacloprid",5475.7,"NO2.Mean",NA
"1365","Idaho",2007,92000,41,3772000,"Imidacloprid",9556.5,"NO2.Mean",NA
"1366","Idaho",2008,90000,40,3600000,"Imidacloprid",15855.1,"NO2.Mean",NA
"1367","Idaho",2009,103000,46,4738000,"Imidacloprid",22734,"NO2.Mean",6.33744562162162
"1368","Idaho",2010,97000,27,2619000,"Imidacloprid",19051.4,"NO2.Mean",9.40081028808864
"1369","Idaho",2011,87000,36,3132000,"Imidacloprid",25864.1,"NO2.Mean",9.92565026086957
"1370","Idaho",2012,92000,32,2944000,"Imidacloprid",34000,"NO2.Mean",NA
"1371","Idaho",2013,83000,32,2656000,"Imidacloprid",27564.6,"NO2.Mean",NA
"1372","Idaho",2014,1e+05,34,3400000,"Imidacloprid",30798.5,"NO2.Mean",NA
"1373","Idaho",2015,89000,32,2848000,"Imidacloprid",20995.8,"NO2.Mean",NA
"1374","Idaho",2016,97000,34,3298000,"Imidacloprid",16642.4,"NO2.Mean",NA
"1375","Idaho",2017,95000,44,4180000,"Imidacloprid",NA,"NO2.Mean",NA
"1376","Illinois",1991,21000,52,1092000,"Imidacloprid",NA,"NO2.Mean",NA
"1377","Illinois",1992,16000,53,848000,"Imidacloprid",NA,"NO2.Mean",NA
"1378","Illinois",1993,15000,48,720000,"Imidacloprid",NA,"NO2.Mean",NA
"1379","Illinois",1994,13000,80,1040000,"Imidacloprid",NA,"NO2.Mean",NA
"1380","Illinois",1995,11000,74,814000,"Imidacloprid",50,"NO2.Mean",NA
"1381","Illinois",1996,11000,74,814000,"Imidacloprid",69.8,"NO2.Mean",NA
"1382","Illinois",1997,7000,69,483000,"Imidacloprid",143.2,"NO2.Mean",NA
"1383","Illinois",1998,9000,71,639000,"Imidacloprid",200.9,"NO2.Mean",NA
"1384","Illinois",1999,9000,66,594000,"Imidacloprid",231,"NO2.Mean",NA
"1385","Illinois",2000,8000,61,488000,"Imidacloprid",416.4,"NO2.Mean",27.3734489577778
"1386","Illinois",2001,6000,76,456000,"Imidacloprid",650.8,"NO2.Mean",21.67440141814
"1387","Illinois",2002,9000,80,720000,"Imidacloprid",293.7,"NO2.Mean",19.4760645564815
"1388","Illinois",2003,7000,60,420000,"Imidacloprid",790.6,"NO2.Mean",19.9923189986264
"1389","Illinois",2004,7000,55,385000,"Imidacloprid",7921.4,"NO2.Mean",18.6014893260274
"1390","Illinois",2005,8000,85,680000,"Imidacloprid",7969.5,"NO2.Mean",17.2887216408451
"1391","Illinois",2006,10000,66,660000,"Imidacloprid",2538.7,"NO2.Mean",17.1107245521127
"1392","Illinois",2007,9000,63,567000,"Imidacloprid",6555.4,"NO2.Mean",15.3594104272947
"1393","Illinois",2008,8000,56,448000,"Imidacloprid",10470,"NO2.Mean",15.1632999590164
"1394","Illinois",2009,8000,34,272000,"Imidacloprid",8471.3,"NO2.Mean",14.2137550743036
"1395","Illinois",2010,9000,41,369000,"Imidacloprid",74302.9,"NO2.Mean",13.1473838884016
"1396","Illinois",2011,7000,50,350000,"Imidacloprid",66760.4,"NO2.Mean",12.2830064481793
"1397","Illinois",2012,7000,61,427000,"Imidacloprid",58895.9,"NO2.Mean",12.698506457277
"1398","Illinois",2013,7000,48,336000,"Imidacloprid",79582.5,"NO2.Mean",11.1274439033613
"1399","Illinois",2014,8000,49,392000,"Imidacloprid",85852.3,"NO2.Mean",10.4997667266484
"1400","Illinois",2015,8000,51,408000,"Imidacloprid",6849.6,"NO2.Mean",8.52005113472222
"1401","Illinois",2016,10000,48,480000,"Imidacloprid",8139.3,"NO2.Mean",10.2341745762712
"1402","Illinois",2017,11000,46,506000,"Imidacloprid",NA,"NO2.Mean",NA
"1403","Indiana",1991,21000,50,1050000,"Imidacloprid",NA,"NO2.Mean",NA
"1404","Indiana",1992,15000,31,465000,"Imidacloprid",NA,"NO2.Mean",NA
"1405","Indiana",1993,12000,66,792000,"Imidacloprid",NA,"NO2.Mean",NA
"1406","Indiana",1994,13000,54,702000,"Imidacloprid",NA,"NO2.Mean",NA
"1407","Indiana",1995,12000,63,756000,"Imidacloprid",81.3,"NO2.Mean",NA
"1408","Indiana",1996,9000,75,675000,"Imidacloprid",617.8,"NO2.Mean",NA
"1409","Indiana",1997,8000,71,568000,"Imidacloprid",414.7,"NO2.Mean",NA
"1410","Indiana",1998,9000,92,828000,"Imidacloprid",93.1,"NO2.Mean",NA
"1411","Indiana",1999,10000,81,810000,"Imidacloprid",458.3,"NO2.Mean",NA
"1412","Indiana",2000,8000,65,520000,"Imidacloprid",228.9,"NO2.Mean",15.2875803712575
"1413","Indiana",2001,7000,76,532000,"Imidacloprid",393.3,"NO2.Mean",14.9478435449438
"1414","Indiana",2002,8000,62,496000,"Imidacloprid",255.7,"NO2.Mean",16.3927037109375
"1415","Indiana",2003,5000,56,280000,"Imidacloprid",441.8,"NO2.Mean",14.5227786460674
"1416","Indiana",2004,7000,59,413000,"Imidacloprid",3633.8,"NO2.Mean",13.7805553426573
"1417","Indiana",2005,8000,64,512000,"Imidacloprid",2692.9,"NO2.Mean",13.2306300271739
"1418","Indiana",2006,7000,54,378000,"Imidacloprid",4295.6,"NO2.Mean",13.922752137931
"1419","Indiana",2007,8000,53,424000,"Imidacloprid",7096.6,"NO2.Mean",11.0379941638418
"1420","Indiana",2008,7000,67,469000,"Imidacloprid",2742.7,"NO2.Mean",9.28878068478261
"1421","Indiana",2009,9000,32,288000,"Imidacloprid",13889.8,"NO2.Mean",10.1356237909605
"1422","Indiana",2010,10000,43,430000,"Imidacloprid",50011.9,"NO2.Mean",9.39229546938775
"1423","Indiana",2011,8000,51,408000,"Imidacloprid",53736.8,"NO2.Mean",9.90635607065217
"1424","Indiana",2012,8000,59,472000,"Imidacloprid",52850.4,"NO2.Mean",9.84046254248366
"1425","Indiana",2013,6000,47,282000,"Imidacloprid",37155.9,"NO2.Mean",10.7806009090909
"1426","Indiana",2014,5000,62,310000,"Imidacloprid",66659.6,"NO2.Mean",11.6912704274194
"1427","Indiana",2015,6000,53,318000,"Imidacloprid",2418.8,"NO2.Mean",13.4895421621622
"1428","Indiana",2016,7000,62,434000,"Imidacloprid",1768.4,"NO2.Mean",13.8574780824742
"1429","Indiana",2017,7000,48,336000,"Imidacloprid",NA,"NO2.Mean",NA
"1430","Iowa",1991,70000,59,4130000,"Imidacloprid",NA,"NO2.Mean",NA
"1431","Iowa",1992,65000,62,4030000,"Imidacloprid",NA,"NO2.Mean",NA
"1432","Iowa",1993,60000,49,2940000,"Imidacloprid",NA,"NO2.Mean",NA
"1433","Iowa",1994,55000,66,3630000,"Imidacloprid",NA,"NO2.Mean",NA
"1434","Iowa",1995,50000,68,3400000,"Imidacloprid",23.7,"NO2.Mean",NA
"1435","Iowa",1996,58000,67,3886000,"Imidacloprid",38.6,"NO2.Mean",NA
"1436","Iowa",1997,45000,74,3330000,"Imidacloprid",47.7,"NO2.Mean",NA
"1437","Iowa",1998,50000,78,3900000,"Imidacloprid",322.4,"NO2.Mean",NA
"1438","Iowa",1999,40000,65,2600000,"Imidacloprid",65.5,"NO2.Mean",NA
"1439","Iowa",2000,30000,67,2010000,"Imidacloprid",61.4,"NO2.Mean",NA
"1440","Iowa",2001,33000,51,1683000,"Imidacloprid",57.6,"NO2.Mean",NA
"1441","Iowa",2002,33000,70,2310000,"Imidacloprid",102.5,"NO2.Mean",NA
"1442","Iowa",2003,32000,59,1888000,"Imidacloprid",79.4,"NO2.Mean",NA
"1443","Iowa",2004,35000,67,2345000,"Imidacloprid",8143.3,"NO2.Mean",NA
"1444","Iowa",2005,28000,88,2464000,"Imidacloprid",5884.9,"NO2.Mean",NA
"1445","Iowa",2006,26000,84,2184000,"Imidacloprid",4205.2,"NO2.Mean",8.230118
"1446","Iowa",2007,26000,81,2106000,"Imidacloprid",6057.1,"NO2.Mean",7.28799243255814
"1447","Iowa",2008,24000,62,1488000,"Imidacloprid",16994.9,"NO2.Mean",7.39410512713178
"1448","Iowa",2009,26000,42,1092000,"Imidacloprid",17994.1,"NO2.Mean",6.96815136511628
"1449","Iowa",2010,27000,49,1323000,"Imidacloprid",75558.9,"NO2.Mean",7.43382927024922
"1450","Iowa",2011,25000,62,1550000,"Imidacloprid",36744.7,"NO2.Mean",7.79957375216138
"1451","Iowa",2012,37000,61,2257000,"Imidacloprid",49328.3,"NO2.Mean",7.90338151318267
"1452","Iowa",2013,39000,48,1872000,"Imidacloprid",70715.7,"NO2.Mean",7.16204655402931
"1453","Iowa",2014,35000,43,1505000,"Imidacloprid",53938,"NO2.Mean",6.80341191735537
